Timestamp,Email Address,Name (Full Name),Email ID,Student ID,I identify as...,Which day would you prefer the date to be on?,Which year are you in?,I would like to go on a date with someone who is...,I want to go on a...,I want a...,I am interested in...,I like to be adventurous.,I believe in true love.,I am confident.,I am looking for something serious.,I like to have intellectual conversations.,I like talking about my feelings and emotions.,I am an extrovert.,I care about the environment.,I like to dance.,I have a strong connection with religion.,"On a Friday night, I would be most likely out clubbing.",I believe being close to your family is important.,I like to travel.,I tend to swear a lot.,I am always very organised and tidy.,I believe commitment is the most important factor in a relationship.,I tend to prioritize my academic life over my social life.,I like discussing books or/and movies.,I am laid back.,I like sarcastic people.,I tend to base my decisions on feelings rather than rational thinking.,"In a heated argument, I am okay with being proven wrong and/or change my view based on what my opponent has said.",Healthy living is important to me.,I believe actions speak louder than words.,I am passionate about talking about politics,It's important for my partner to share the same morals as me.,I am a romantic.,I like to be adventurous.,I am confident.,I like to have intellectual conversations.,I like talking about my feelings and emotions.,I am an extrovert.,I care about the environment.,I like to dance.,I have a strong connection with religion.,"On a Friday night, I would be most likely out clubbing.",I believe being close to your family is important.,I like to travel.,I tend to swear a lot.,I am always very organised and tidy.,I tend to prioritize my academic life over my social life.,I like discussing books or/and movies.,I am laid back.,I like sarcastic people.,I tend to base my decisions on feelings rather than rational thinking.,"In a heated argument, I am okay with being proven wrong and/or change my view based on what my opponent has said.",Healthy living is important to me.,I believe actions speak louder than words.,I am passionate about talking about politics,It's important for my friends to share the same morals as me.,I am more interested in STEM subjects than humanities.
11/16/2022 21:39:48,AW65@warwick.ac.uk,AW65,AW65@warwick.ac.uk,21621,Woman,"Wednesday, 23rd Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Everyone,3,2,2,2,4,2,1,3,4,4,2,5,5,4,4,5,4,4,3,5,1,1,3,5,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022 21:54:11,IS71@warwick.ac.uk,IS71,IS71@warwick.ac.uk,26841,Woman,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Everyone,4,4,3,3,2,3,4,3,5,1,4,4,5,4,3,3,2,4,4,4,4,4,3,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022 21:54:21,RZ29@warwick.ac.uk,RZ29,RZ29@warwick.ac.uk,20092,Woman,"Thursday, 24th Nov",3rd Year,Same year as me,Romantic Date,One-on-one date,Men,5,4,3,4,2,4,4,1,4,1,5,3,4,4,2,4,2,1,3,5,4,4,5,5,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022 21:58:24,TG83@warwick.ac.uk,TG83,TG83@warwick.ac.uk,21340,Man,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Everyone,4,3,5,3,4,4,4,3,3,1,4,4,4,5,3,3,1,2,4,4,3,4,3,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022 22:03:07,QN82@warwick.ac.uk,QN82,QN82@warwick.ac.uk,21606,Woman,"Thursday, 24th Nov",1st Year,Same year as me,Romantic Date,One-on-one date,Men,4,2,4,3,5,5,3,5,3,1,5,5,4,5,3,2,3,2,2,4,1,4,4,2,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2022 22:21:25,VL71@warwick.ac.uk,VL71,VL71@warwick.ac.uk,27021,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,3,5,4,4,5,5,4,5,4,1,2,5,3,3,3,4,2,4,4,5,4,4,3,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 0:45:34,BA94@warwick.ac.uk,BA94,BA94@warwick.ac.uk,27257,Man,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,Double date (Matched with another date pair),Women,4,3,4,5,4,5,4,3,1,2,1,4,5,3,1,4,1,4,4,4,5,4,3,5,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 2:14:31,DM64@warwick.ac.uk,DM64,DM64@warwick.ac.uk,21906,Man,Either,2nd Year,Open to any year,Romantic Date,One-on-one date,Women,5,5,5,3,5,5,4,3,5,1,2,3,5,4,3,5,1,5,4,4,5,3,5,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 12:06:33,LI93@warwick.ac.uk,LI93,LI93@warwick.ac.uk,23244,Non-Binary,"Wednesday, 23rd Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Everyone,3,4,3,3,5,5,3,4,4,3,2,1,2,4,1,2,2,3,1,2,2,5,3,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 15:35:33,TL49@warwick.ac.uk,TL49,TL49@warwick.ac.uk,25607,Woman,Either,2nd Year,Same year as me,Romantic Date,One-on-one date,Men,4,3,4,5,4,4,5,2,4,1,5,5,5,3,2,4,3,5,4,4,3,4,3,5,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 16:44:14,RH84@warwick.ac.uk,RH84,RH84@warwick.ac.uk,20108,Man,"Wednesday, 23rd Nov",1st Year,Different year as me,Romantic Date,One-on-one date,Women,5,3,5,3,5,5,4,3,5,5,3,2,4,1,3,3,3,1,5,2,2,5,3,4,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 17:32:08,CB42@warwick.ac.uk,CB42,CB42@warwick.ac.uk,27627,Woman,"Wednesday, 23rd Nov",3rd Year,Same year as me,Romantic Date,One-on-one date,Men,5,2,5,4,5,5,4,2,4,1,3,3,4,1,4,4,4,2,2,4,2,5,5,5,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 19:12:40,UF65@warwick.ac.uk,UF65,UF65@warwick.ac.uk,21199,Woman,"Wednesday, 23rd Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Men,3,3,4,3,3,4,4,4,3,2,2,5,3,2,4,4,3,4,4,4,3,4,4,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 20:17:56,EH41@warwick.ac.uk,EH41,EH41@warwick.ac.uk,24664,Woman,"Thursday, 24th Nov",1st Year,Same year as me,Romantic Date,One-on-one date,Women,4,2,3,2,4,3,3,4,4,1,1,2,3,2,4,2,4,4,3,5,2,5,5,5,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 22:07:06,FK41@warwick.ac.uk,FK41,FK41@warwick.ac.uk,23360,Woman,"Thursday, 24th Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Men,4,3,4,4,4,3,3,3,4,1,3,3,3,2,4,4,2,4,4,4,4,3,4,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2022 23:52:26,XD36@warwick.ac.uk,XD36,XD36@warwick.ac.uk,27733,Woman,"Thursday, 24th Nov",1st Year,Same year as me,Romantic Date,One-on-one date,Everyone,3,2,2,2,4,4,2,3,1,1,1,1,4,5,3,4,3,5,4,3,3,5,2,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 1:01:30,XL11@warwick.ac.uk,XL11,XL11@warwick.ac.uk,24339,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Men,3,5,3,5,3,5,2,4,3,2,2,4,5,3,3,5,3,4,3,2,5,4,4,5,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 1:41:03,ZC70@warwick.ac.uk,ZC70,ZC70@warwick.ac.uk,23522,Man,Either,1st Year,Open to any year,Romantic Date,One-on-one date,Women,5,4,5,3,5,2,5,4,1,5,1,5,5,5,4,5,4,3,4,3,2,4,5,5,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 11:45:33,QW37@warwick.ac.uk,QW37,QW37@warwick.ac.uk,20576,Woman,Either,1st Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,1,5,5,4,1,4,4,5,2,4,4,4,4,4,4,3,3,4,3,2,3
11/18/2022 14:13:39,NU73@warwick.ac.uk,NU73,NU73@warwick.ac.uk,26677,Woman,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Men,4,5,4,3,4,5,4,4,3,2,4,3,5,3,4,4,2,4,3,4,4,3,3,4,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 14:22:09,BH75@warwick.ac.uk,BH75,BH75@warwick.ac.uk,22429,Man,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Women,5,5,5,5,4,4,5,2,2,3,3,4,5,3,5,5,3,1,5,4,2,5,4,5,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 15:01:50,TD69@warwick.ac.uk,TD69,TD69@warwick.ac.uk,23917,Man,Either,3rd Year,Open to any year,Romantic Date,One-on-one date,Women,4,5,4,5,4,4,3,4,1,1,3,4,5,4,3,5,3,1,5,5,3,3,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022 15:36:26,KK50@warwick.ac.uk,KK50,KK50@warwick.ac.uk,23235,Man,"Wednesday, 23rd Nov",1st Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3,4,2,1,4,3,2,4,4,4,2,4,4,2,4,4,3,3,4,1
11/18/2022 18:40:28,IB22@warwick.ac.uk,IB22,IB22@warwick.ac.uk,24081,Woman,"Wednesday, 23rd Nov",2nd Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,3,3,2,1,1,4,4,5,5,4,5,4,4,2,4,4,4,1,3,4
11/18/2022 18:58:39,GU10@warwick.ac.uk,GU10,GU10@warwick.ac.uk,28401,Man,"Wednesday, 23rd Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Women,4,2,4,3,4,4,4,4,3,1,2,4,5,2,4,4,3,2,4,3,3,3,5,5,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 11:33:57,PX57@warwick.ac.uk,PX57,PX57@warwick.ac.uk,28632,Woman,"Wednesday, 23rd Nov",2nd Year,Same year as me,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,3,3,2,1,5,3,4,4,3,3,4,2,2,2,4,4,4,3,4,5
11/19/2022 14:28:13,CG25@warwick.ac.uk,CG25,CG25@warwick.ac.uk,21129,Woman,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Everyone,3,4,3,5,4,4,2,4,4,1,2,4,3,5,4,4,2,3,3,4,2,4,3,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 17:00:29,HN44@warwick.ac.uk,HN44,HN44@warwick.ac.uk,24803,Woman,"Wednesday, 23rd Nov",2nd Year,Different year as me,Romantic Date,One-on-one date,Men,5,5,5,3,5,2,4,1,5,5,3,5,5,4,1,5,2,5,5,4,2,1,4,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 17:12:52,MQ91@warwick.ac.uk,MQ91,MQ91@warwick.ac.uk,25477,Woman,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Men,4,4,3,4,4,4,3,4,5,3,3,5,4,2,3,5,3,4,4,3,4,5,4,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:04:21,TF35@warwick.ac.uk,TF35,TF35@warwick.ac.uk,22295,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,3,4,5,4,5,4,3,4,4,4,2,5,4,5,3,5,4,4,3,5,2,5,4,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:16:02,NU35@warwick.ac.uk,NU35,NU35@warwick.ac.uk,23714,Woman,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,5,5,5,3,5,5,4,3,4,3,3,5,5,5,3,2,3,4,3,5,4,5,4,5,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:19:30,VT87@warwick.ac.uk,VT87,VT87@warwick.ac.uk,24831,Woman,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Men,3,2,4,2,5,4,4,5,2,1,1,5,5,5,3,5,3,4,3,5,2,5,3,5,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:19:42,WF34@warwick.ac.uk,WF34,WF34@warwick.ac.uk,20270,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,4,5,4,4,4,3,2,2,5,1,2,4,4,2,3,4,2,4,4,4,2,4,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:20:01,WF87@warwick.ac.uk,WF87,WF87@warwick.ac.uk,20615,Woman,"Wednesday, 23rd Nov",2nd Year,Different year as me,Romantic Date,One-on-one date,Men,5,3,4,3,4,4,4,4,3,3,4,4,5,5,3,5,2,2,4,5,4,3,4,5,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 19:37:01,SW24@warwick.ac.uk,SW24,SW24@warwick.ac.uk,22561,Man,Either,1st Year,Same year as me,Romantic Date,One-on-one date,Women,4,4,3,5,3,5,3,4,2,1,2,3,5,3,3,5,3,2,2,3,3,3,4,4,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 20:17:49,LV82@warwick.ac.uk,LV82,LV82@warwick.ac.uk,20635,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,5,2,5,2,4,3,4,3,4,2,3,3,4,4,3,4,3,4,2,4,3,4,2,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2022 20:22:33,VH59@warwick.ac.uk,VH59,VH59@warwick.ac.uk,21861,Man,"Wednesday, 23rd Nov",1st Year,Same year as me,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,3,2,3,1,2,5,4,3,5,5,5,2,2,3,5,5,4,5,3,1
11/19/2022 20:22:44,PH80@warwick.ac.uk,PH80,PH80@warwick.ac.uk,28561,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,2,3,2,1,3,5,5,3,2,4,4,4,4,3,5,4,5,2,4,1
11/20/2022 1:26:47,IO23@warwick.ac.uk,IO23,IO23@warwick.ac.uk,20997,Man,Either,1st Year,Same year as me,Romantic Date,One-on-one date,Women,3,4,3,5,4,2,1,4,1,1,1,4,2,1,3,5,3,2,2,5,2,5,5,4,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 4:20:59,YR32@warwick.ac.uk,YR32,YR32@warwick.ac.uk,21568,Man,"Thursday, 24th Nov",Postgraduate,Open to any year,Romantic Date,One-on-one date,Women,2,3,2,5,5,4,1,4,3,4,1,4,2,3,2,4,3,4,4,4,3,4,4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 14:41:10,WV41@warwick.ac.uk,WV41,WV41@warwick.ac.uk,21970,Man,"Wednesday, 23rd Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Women,5,5,5,3,5,4,5,2,2,3,4,4,5,4,2,5,1,5,5,5,2,5,4,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 15:29:43,DA89@warwick.ac.uk,DA89,DA89@warwick.ac.uk,21972,Woman,"Thursday, 24th Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Men,3,3,3,3,4,4,3,2,2,2,3,5,5,3,3,5,3,2,4,4,3,4,3,4,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 15:31:41,KA28@warwick.ac.uk,KA28,KA28@warwick.ac.uk,27978,Woman,"Thursday, 24th Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Men,4,3,2,3,4,4,3,2,2,2,3,5,5,3,3,4,3,3,4,4,3,5,3,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 16:11:45,DE88@warwick.ac.uk,DE88,DE88@warwick.ac.uk,24738,Woman,Either,3rd Year,Open to any year,Romantic Date,One-on-one date,Everyone,5,3,5,3,5,3,5,5,5,3,3,4,5,4,4,5,3,5,3,4,2,4,4,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 16:18:32,QV44@warwick.ac.uk,QV44,QV44@warwick.ac.uk,21185,Man,Either,3rd Year,Same year as me,Romantic Date,One-on-one date,Women,3,2,4,3,4,3,2,4,3,1,1,4,4,5,2,5,3,5,4,4,3,4,5,5,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 17:06:00,KJ69@warwick.ac.uk,KJ69,KJ69@warwick.ac.uk,27779,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,4,4,3,3,4,3,3,3,4,3,3,4,5,2,4,5,3,4,4,3,3,4,4,4,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 19:03:01,AK22@warwick.ac.uk,AK22,AK22@warwick.ac.uk,21023,Woman,"Wednesday, 23rd Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Men,4,5,5,3,5,3,4,3,3,3,1,5,5,1,4,5,3,5,3,4,1,4,3,4,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 19:04:09,UR23@warwick.ac.uk,UR23,UR23@warwick.ac.uk,26158,Woman,"Wednesday, 23rd Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Men,4,3,4,3,4,4,3,3,4,2,3,3,4,3,5,4,4,3,2,4,1,4,3,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 21:45:27,TW70@warwick.ac.uk,TW70,TW70@warwick.ac.uk,20480,Man,Either,2nd Year,Same year as me,Romantic Date,One-on-one date,Women,3,2,4,4,5,4,2,3,2,1,2,4,4,2,2,2,3,4,5,4,1,5,4,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:06:17,NH82@warwick.ac.uk,NH82,NH82@warwick.ac.uk,26617,Man,"Thursday, 24th Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,4,3,2,3,4,2,1,4,1,2,1,4,3,1,2,4,3,3,4,4,4,4,4,4,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:24:02,TO81@warwick.ac.uk,TO81,TO81@warwick.ac.uk,22926,Woman,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Men,5,2,5,3,5,1,5,1,1,1,5,5,5,5,4,3,1,2,5,5,3,4,5,5,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:24:17,NM52@warwick.ac.uk,NM52,NM52@warwick.ac.uk,21296,Man,"Wednesday, 23rd Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Men,5,1,5,3,5,2,5,1,1,1,5,5,5,1,5,4,1,1,5,5,3,5,5,5,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:26:56,OI37@warwick.ac.uk,OI37,OI37@warwick.ac.uk,24793,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,4,2,1,4,4,5,5,3,2,1,4,2,2,4,3,4,1,5,4
11/20/2022 22:33:48,NX81@warwick.ac.uk,NX81,NX81@warwick.ac.uk,25849,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Everyone,4,4,5,3,2,4,4,3,4,1,5,4,4,4,1,3,2,3,2,2,2,4,3,4,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:34:59,KS29@warwick.ac.uk,KS29,KS29@warwick.ac.uk,26111,Man,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Women,4,3,3,3,3,4,4,5,4,2,4,4,5,3,4,3,2,2,2,5,3,1,3,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:38:33,DT28@warwick.ac.uk,DT28,DT28@warwick.ac.uk,21633,Woman,"Thursday, 24th Nov",1st Year,Same year as me,Romantic Date,One-on-one date,Men,2,2,2,2,4,5,2,5,4,1,4,5,3,5,1,4,1,5,2,3,4,2,2,5,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:46:03,RY38@warwick.ac.uk,RY38,RY38@warwick.ac.uk,21047,Woman,"Wednesday, 23rd Nov",1st Year,Open to any year,Romantic Date,Double date (Matched with another date pair),Men,4,3,4,4,3,4,5,4,5,1,3,4,5,4,4,2,3,4,2,3,2,3,4,5,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 22:57:09,IN36@warwick.ac.uk,IN36,IN36@warwick.ac.uk,22780,Woman,Either,1st Year,Open to any year,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,5,4,5,4,2,3,3,4,5,1,3,4,4,5,3,5,4,5,5,4,3
11/20/2022 23:09:54,GP38@warwick.ac.uk,GP38,GP38@warwick.ac.uk,27359,Man,Either,2nd Year,Same year as me,Romantic Date,One-on-one date,Women,3,4,2,3,3,2,2,3,2,3,1,4,3,3,3,3,3,5,2,4,4,5,2,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:18:44,UZ34@warwick.ac.uk,UZ34,UZ34@warwick.ac.uk,21732,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Men,3,5,3,4,4,4,3,4,3,2,1,5,5,1,4,4,3,5,4,1,4,4,4,5,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:34:56,UB84@warwick.ac.uk,UB84,UB84@warwick.ac.uk,27816,Woman,"Wednesday, 23rd Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Men,1,1,1,3,1,1,2,5,3,1,3,3,4,1,4,4,4,2,4,1,3,2,4,5,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:36:59,PX98@warwick.ac.uk,PX98,PX98@warwick.ac.uk,28541,Man,"Thursday, 24th Nov",3rd Year,Same year as me,Romantic Date,One-on-one date,Women,2,3,1,5,5,3,1,5,1,1,1,5,3,2,4,3,5,5,2,3,3,4,4,5,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:40:49,TB12@warwick.ac.uk,TB12,TB12@warwick.ac.uk,22842,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,3,4,4,4,5,4,3,4,2,1,2,5,4,1,3,5,3,5,5,5,3,4,4,5,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:41:43,CI77@warwick.ac.uk,CI77,CI77@warwick.ac.uk,22142,Man,"Wednesday, 23rd Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,5,4,4,2,5,4,3,4,2,2,1,5,3,3,4,4,5,4,5,4,3,5,5,4,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:44:00,XR67@warwick.ac.uk,XR67,XR67@warwick.ac.uk,23900,Man,"Thursday, 24th Nov",Postgraduate,Open to any year,Romantic Date,One-on-one date,Women,4,3,4,3,4,3,3,5,4,2,3,4,4,2,4,3,3,3,3,5,2,3,4,4,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:44:32,WO27@warwick.ac.uk,WO27,WO27@warwick.ac.uk,27624,Man,"Thursday, 24th Nov",3rd Year,Open to any year,Romantic Date,One-on-one date,Men,4,5,4,4,5,4,4,3,5,1,4,4,5,2,3,3,3,4,5,3,2,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:49:58,FV62@warwick.ac.uk,FV62,FV62@warwick.ac.uk,26812,Man,Either,1st Year,Open to any year,Romantic Date,One-on-one date,Women,3,2,4,3,5,3,2,5,4,1,2,4,5,3,2,3,3,5,5,5,2,3,4,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:57:24,MT36@warwick.ac.uk,MT36,MT36@warwick.ac.uk,25463,Man,Either,3rd Year,Open to any year,Romantic Date,One-on-one date,Women,3,4,4,4,5,3,3,4,3,2,2,4,4,3,2,4,3,1,4,2,2,3,4,4,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2022 23:59:06,QI87@warwick.ac.uk,QI87,QI87@warwick.ac.uk,20753,Man,"Thursday, 24th Nov",2nd Year,Open to any year,Romantic Date,One-on-one date,Women,4,4,3,3,4,3,3,4,4,2,2,4,5,4,3,4,2,5,5,4,3,5,4,5,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:24:17,KV98@warwick.ac.uk,KV98,KV98@warwick.ac.uk,28274,Woman,Either,2nd Year,Same year as me,Romantic Date,One-on-one date,Men,4,5,4,2,4,5,3,4,4,4,3,5,4,5,4,5,3,5,3,4,4,3,2,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:25:39,WP15@warwick.ac.uk,WP15,WP15@warwick.ac.uk,22354,Man,Either,2nd Year,Same year as me,Romantic Date,One-on-one date,Women,4,4,3,3,3,4,4,5,5,1,2,4,4,3,3,4,3,5,2,5,4,4,3,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:28:57,PS25@warwick.ac.uk,PS25,PS25@warwick.ac.uk,20328,Man,"Thursday, 24th Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Women,2,5,4,4,3,2,4,3,3,1,1,4,3,4,2,4,4,3,5,5,2,1,3,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:33:30,LU25@warwick.ac.uk,LU25,LU25@warwick.ac.uk,28053,Woman,"Thursday, 24th Nov",1st Year,Open to any year,Romantic Date,One-on-one date,Women,4,4,4,3,4,4,4,3,3,1,4,5,5,4,2,4,3,4,5,4,3,5,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:34:10,GJ52@warwick.ac.uk,GJ52,GJ52@warwick.ac.uk,26605,Woman,Either,2nd Year,Open to any year,Romantic Date,One-on-one date,Men,3,5,4,4,4,5,2,2,1,1,3,4,2,3,1,2,2,4,2,4,5,5,2,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:34:21,FT15@warwick.ac.uk,FT15,FT15@warwick.ac.uk,25241,Man,"Thursday, 24th Nov",2nd Year,Same year as me,Romantic Date,One-on-one date,Women,5,4,5,2,4,3,5,2,2,4,5,5,5,3,2,4,3,4,3,3,2,2,3,4,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:35:15,TH36@warwick.ac.uk,TH36,TH36@warwick.ac.uk,27802,Man,Either,3rd Year,Open to any year,Romantic Date,One-on-one date,Women,5,2,4,2,5,4,4,4,4,1,4,4,3,2,2,4,3,3,5,4,2,5,5,4,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2022 0:44:45,UZ99@warwick.ac.uk,UZ99,UZ99@warwick.ac.uk,23222,Woman,"Wednesday, 23rd Nov",2nd Year,Same year as me,Friend Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,1,4,2,3,1,4,3,2,3,4,4,2,4,2,3,4,5,1,4,4
11/21/2022 0:48:06,XP68@warwick.ac.uk,XP68,XP68@warwick.ac.uk,21485,Man,"Thursday, 24th Nov",Postgraduate,Open to any year,Romantic Date,One-on-one date,Women,3,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,4,3,2,2,4,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,
